id,query_type,message,Class,Label,Hate_Speech,Offensive_Language,Insult,Normal_Comment
225660,Facebook:/<post-id>/comments,Comment Dr Ali Djiddi se prend devant ses patients ??? ,normal,4,0,0,0,4
225660,Facebook:/<page-id>/posts,   Hamza Haroun Daoud exprime « Le cri d'un poète »,normal,4,0,0,0,4
225662,Facebook:/<post-id>/comments,À oui vous avez raison ,normal,4,0,0,0,4
225662,Facebook:/<page-id>/posts,"   discours d'Emmanuel Nadingar lors du lancement du Cercle de Réflexion ""CESAM"".",normal,4,0,0,0,4
225663,Facebook:/<post-id>/comments,Le problème est que le mouton a appellé les moutons mouton. ,normal,4,0,0,0,4
225663,Facebook:/<page-id>/posts,   nomination au ministère de l'Administration du territoire  https//www.alwihdainfo.com/Tchad-nomination-au-ministere-de-l-Administration-du-territoire_a101388.html,normal,4,0,0,0,4
225664,Facebook:/<post-id>/comments,Comme nos dirigeants sont des moutons alors il faut qu'on soit comme eux.,normal,4,0,0,0,4
225664,Facebook:/<page-id>/posts,Mahamat Saleh Annadif est le nouveau représentant spécial de l’ONU pour l’Afrique de l’Ouest,normal,4,0,0,0,4
225665,Facebook:/<post-id>/comments,Dr Nul n'est parfait !                           Arrêter de ressasser pour enterrer cette vive polémique. Quelque soit le degré de compréhension d'une manière où à l'autre.veillez s'excuser pour ne pas mettre d'huile dans le feu. Ne dit-on pas que le pardon est un signe den faiblesse ?,normal,4,0,0,0,4
225665,Facebook:/<page-id>/posts,   l'UJT a organisé une journée de réflexion sur les femmes journalistes,normal,4,0,0,0,4
225666,Facebook:/<post-id>/comments,Il n'y a pas deux explications que ça.??,normal,4,0,0,0,4
225666,Facebook:/<page-id>/posts,   27 joueurs de football présélectionnés pour des entrainements #SAO,normal,4,0,0,0,4
225667,Facebook:/<post-id>/comments,Un musulman croyant,normal,4,0,0,0,4
225667,Facebook:/<page-id>/posts,   le chef de mission du MPS du Ouaddaï,normal,4,0,0,0,4
225668,Facebook:/<post-id>/comments,C est pas la peine de se justifier.cela a fait combien de jours?et c est maintenant tu veux t justifier.mouf,normal,4,0,0,0,4
225668,Facebook:/<page-id>/posts,   nominations au ministère de la Sécurité publique (6 nouveaux postes),normal,4,0,0,0,4
225669,Facebook:/<post-id>/comments,Tu connais trop français que les autres?,normal,4,0,0,0,4
225669,Facebook:/<page-id>/posts,   nomination au ministère de l'Aménagement du territoire,normal,4,0,0,0,4
225670,Facebook:/<post-id>/comments,Fils de puite sauvage,normal,4,0,0,0,4
225670,Facebook:/<page-id>/posts,   nomination d’un conseiller spécial à la Présidence   https//www.alwihdainfo.com/Tchad-nomination-d-un-conseiller-special-a-la-Presidence_a101382.html,normal,4,0,0,0,4
225675,Facebook:/<post-id>/comments,Ha ne nous embrouille pas voyou,normal,4,0,0,0,4
225675,Facebook:/<page-id>/posts,Interdiction de la propagande  la HAMA rappelle à l'ordre l'ONAMA  ,normal,4,0,0,0,4
225676,Facebook:/<post-id>/comments,D' après tes explications tjts le mouton reste et restera mouton non?,normal,4,0,0,0,4
225676,Facebook:/<page-id>/posts,   une canicule sans électricité  https//www.alwihdainfo.com/Tchad-une-canicule-sans-electricite_a101378.html,normal,4,0,0,0,4
225679,Facebook:/<page-id>/posts,   des femmes à l'œuvre pour la survie de leur coopérative au Ouaddaï,normal,4,0,0,0,4
225680,Facebook:/<post-id>/comments,Hum le bouc a nié qu'on est des moutons,normal,4,0,0,0,4
225680,Facebook:/<page-id>/posts,"   la CASCIDHO s'inquiète des ""dérives graves qui fragilisent la démocratie""",normal,4,0,0,0,4
225681,Facebook:/<post-id>/comments,Un danger pour le pays,normal,4,0,0,0,4
225681,Facebook:/<page-id>/posts,   un nouveau président du TGI de Massakory installé,normal,4,0,0,0,4
225682,Facebook:/<post-id>/comments,Pourquoi il a supprimé cet écrit ?,normal,4,0,0,0,4
225682,Facebook:/<page-id>/posts,Le G5 Sahel plaide pour une restructuration totale de la dette de ses pays membres,normal,4,0,0,0,4
225683,Facebook:/<post-id>/comments,Mdrrr Franchement moi je comprends pas pourquoi autant sont vexés....bref qui se sent morveux se mouche ,normal,4,0,0,0,4
225683,Facebook:/<page-id>/posts,   un militaire assassine un jeune à Laï et meurt suite à un lynchage,normal,4,0,0,0,4
225684,Facebook:/<post-id>/comments,Ces excuses ne sont pas suffisants,normal,4,0,0,0,4
225684,Facebook:/<page-id>/posts,N'Djamena  une caravane lancée pour faire face à l'urgence contre la faim  ,normal,4,0,0,0,4
225685,Facebook:/<post-id>/comments,Tu veux apprendre quoi aux gens ici ? Tu penses que nous sommes des analphabètes comme toi ? C'est comme ça le raisonnement d'une personne qui n'a pas un bon niveau.,normal,4,0,0,0,4
225685,Facebook:/<page-id>/posts,   la Police réceptionne 120 véhicules pour renforcer la sécurité,normal,4,0,0,0,4
225686,Facebook:/<post-id>/comments,Parce qu'il est immature,normal,4,0,0,0,4
225686,Facebook:/<page-id>/posts,   vers le retrait des médias privés de la couverture de la campagne électorale,normal,4,0,0,0,4
225688,Facebook:/<post-id>/comments,En tout cas ce bon ta pas besoin de te justifier Docteur,normal,4,0,0,0,4
225688,Facebook:/<page-id>/posts,   des jeunes récompensés pour le concours de logo du projet RePER,normal,4,0,0,0,4
225689,Facebook:/<post-id>/comments,L'homme le plus rusé n'a jamais vu sa nuque disait un proverbe Nigérien donc notre Dr il pense qu'il est trop malin ????????????,normal,4,0,0,0,4
225689,Facebook:/<page-id>/posts,Confédération africaine de football  Véron Mosengo-Omba nommé secrétaire général,normal,4,0,0,0,4
225690,Facebook:/<post-id>/comments,Demandez des excuses et c'est tout,normal,4,0,0,0,4
225690,Facebook:/<page-id>/posts,"   le parti CDF déplore la ""dévalorisation du savoir dans tous les domaines""",normal,4,0,0,0,4
225691,Facebook:/<post-id>/comments,D'où son texte puise le dicton <le mouton de Panurge  >.,normal,4,0,0,0,4
225691,Facebook:/<page-id>/posts,Lancement du Cercle de réflexion stratégique d’appui à la réélection du Maréchal (CESAM/MPS).  ,normal,4,0,0,0,4
225694,Facebook:/<post-id>/comments,Mais c'est simple comme ça. La math !,normal,4,0,0,0,4
225694,Facebook:/<page-id>/posts,"Élections au    ""Alternance 21"" donne un ultimatum face à ses revendications",normal,4,0,0,0,4
225695,Facebook:/<post-id>/comments,Comme s’il avait tort allez faisons pas les moutons ,normal,4,0,0,0,4
225695,Facebook:/<page-id>/posts,   décès de François Djondang,normal,4,0,0,0,4
225698,Facebook:/<post-id>/comments,Le problème est que au Tchad y'a pas une enquête de moralité post nomination. C'est pas de ta faute,normal,4,0,0,0,4
225698,Facebook:/<page-id>/posts,   l'Union des étudiants de l'Université de Toumaï installe son nouveau bureau,normal,4,0,0,0,4
225701,Facebook:/<post-id>/comments,Le mouton fait son moutinisme,normal,4,0,0,0,4
225701,Facebook:/<page-id>/posts,"   Le bureau de soutien au MPS ""DOUL BARID"" installe deux sous-coordinations à N'Djamena",normal,4,0,0,0,4
225702,Facebook:/<post-id>/comments,Antou nafasata chiya ya djamma nadoum kan khalat da nidim bes battan ma yigoula kalam da.,normal,4,0,0,0,4
225702,Facebook:/<page-id>/posts,“Toute personne peut être extrémiste à travers son comportement”,normal,4,0,0,0,4
225703,Facebook:/<post-id>/comments,Ça se  qu'elle Genre de Dr mm.,normal,4,0,0,0,4
225703,Facebook:/<page-id>/posts,   la station provinciale de l'ONAMA du Guera a un nouveau chef,normal,4,0,0,0,4
225704,Facebook:/<page-id>/posts,   l’UGJT forme les journalistes pour la période électorale  https//www.alwihdainfo.com/Tchad-l-UGJT-forme-les-journalistes-pour-la-periode-electorale_a101340.html,normal,4,0,0,0,4
225705,Facebook:/<page-id>/posts,"Présidentielle au    Idriss Deby promet des ""réformes profondes""",normal,4,0,0,0,4
225706,Facebook:/<post-id>/comments,C'est un manque de professionnalisme,normal,4,0,0,0,4
225706,Facebook:/<page-id>/posts,N'Djamena  le bureau de l'UNET honore les responsables de l'Université  ,normal,4,0,0,0,4
225707,Facebook:/<post-id>/comments,Vraiment c’est les moutons qui se sentent vexés vraiment si nn.  Nous les Shauns ( mouton ?? intelligents ) on est tranquille hein . On s’en fou de vos moutonneries ????.,normal,4,0,0,0,4
225707,Facebook:/<page-id>/posts,   l’Ordre national des médecins délocalise son conseil au Mayo-Kebbi Est,normal,4,0,0,0,4
225709,Facebook:/<post-id>/comments,Et le mot con alors?,normal,4,0,0,0,4
225709,Facebook:/<page-id>/posts,Le général Ngarboudjim Medeur Jacob appelé à d’autres fonctions    https//www.alwihdainfo.com/Tchad-le-gouverneur-de-l-Ennedi-Est-remplace_a101337.html,normal,4,0,0,0,4
225710,Facebook:/<post-id>/comments,Tu te crois arrivé n'est ce pas ! Hum,normal,4,0,0,0,4
225710,Facebook:/<page-id>/posts,   révocation d’un chef de canton pour insubordination,normal,4,0,0,0,4
225712,Facebook:/<post-id>/comments,Et tu dis ça à qui?,normal,4,0,0,0,4
225712,Facebook:/<page-id>/posts,   nomination de préfets de département  https//www.alwihdainfo.com/Tchad-nomination-de-prefets-de-departement_a101334.html,normal,4,0,0,0,4
225713,Facebook:/<post-id>/comments,Anina ma fihimna khalli yaktoula fi hissaba,normal,4,0,0,0,4
225713,Facebook:/<page-id>/posts,Tchad  la nouvelle commission sécuritaire à N’Djamena présente un premier bilan.,normal,4,0,0,0,4
225716,Facebook:/<post-id>/comments,Tu n es pas complètement guéri de ta chute en URSS....tu as toujours les séquelles.??????,normal,4,0,0,0,4
225717,Facebook:/<post-id>/comments,Tant que l'on n'as pas l'sprit de resté dans le texte pas la peinne de parlé de contexte,normal,4,0,0,0,4
225717,Facebook:/<page-id>/posts,   la gouvernance associative au centre d'une formation à Abéché,normal,4,0,0,0,4
225718,Facebook:/<post-id>/comments,Qu'est-ce qu'il veut nous apprendre en français ??? Il est inclu sur la liste car il n'est pas différent de ces autres mouton qui se foute pas mal de ce pays !,normal,4,0,0,0,4
225718,Facebook:/<page-id>/posts,   le CEG de Gamé reçoit un don de kits scolaires  https//www.alwihdainfo.com/Tchad-le-CEG-de-Game-recoit-un-don-de-kits-scolaires_a101326.html,normal,4,0,0,0,4
225722,Facebook:/<post-id>/comments,N'importe quoi je te conseille de voir un phycologue,normal,4,0,0,0,4
225722,Facebook:/<page-id>/posts,   la nouvelle commission de contrôle à N'Djamena présente un bilan  https//www.alwihdainfo.com/Tchad-la-nouvelle-commission-de-controle-a-N-Djamena-presente-un-bilan_a101317.html,normal,4,0,0,0,4
225723,Facebook:/<post-id>/comments,C'est le résultat de mal éducation. Et il se prétend être intellectuel.  Un seul conseil : Djiddi,normal,4,0,0,0,4
225723,Facebook:/<page-id>/posts,"   ""Je veux que les choses changent et que ce pays puisse être bien à vivre""",normal,4,0,0,0,4
225724,Facebook:/<post-id>/comments,En lissant les commentaires je suis persuader que la majorité d'entre nous exprime leurs désarrois que par l'émotion.Dr Djiddi ne reculer devant rien.Courage.,normal,4,0,0,0,4
225724,Facebook:/<page-id>/posts,Éducation  le   doté d'une imprimerie pour le Centre national des curricula,normal,4,0,0,0,4
225725,Facebook:/<post-id>/comments,Ça vous donne pas l'autorisation de leur traité comme mouton pire en tant que ministre tu n'est qu'un fou toi,normal,4,0,0,0,4
225725,Facebook:/<page-id>/posts,"   ""Prenez les réseaux sociaux en otage""",normal,4,0,0,0,4
225729,Facebook:/<post-id>/comments,Docteur si tu t'excuser ça fait quoi le pardon n'est pas une faiblesse grand frère,normal,4,0,0,0,4
225729,Facebook:/<page-id>/posts,"   le ministère de la sécurité interdit la marche ""Wakit Tama""",normal,4,0,0,0,4
225731,Facebook:/<post-id>/comments,La reculade ??????,normal,4,0,0,0,4
225731,Facebook:/<page-id>/posts,   nominations au ministère de l'Élevage et des Productions animales,normal,4,0,0,0,4
225732,Facebook:/<post-id>/comments,Ahahahahaha véritable mouton tu sors déjà de l'enclos. Ton président ??,normal,4,0,0,0,4
225732,Facebook:/<page-id>/posts,   nomination d'assistants à la Présidence,normal,4,0,0,0,4
225733,Facebook:/<page-id>/posts,   liste des membres du Comité national de gestion provisoire du football,normal,4,0,0,0,4
225734,Facebook:/<post-id>/comments,Ce type c’est un malade mental un fou en liberté ,normal,4,0,0,0,4
225734,Facebook:/<page-id>/posts,   création par décret d'un comité de gestion provisoire du football,normal,4,0,0,0,4
225737,Facebook:/<page-id>/posts,"Le président de la FIFA salue ""l’esprit d’équipe"" africain",normal,4,0,0,0,4
225738,Facebook:/<post-id>/comments,Walai anina Kan khama koula Allah fi,normal,4,0,0,0,4
225738,Facebook:/<page-id>/posts,   le candidat Brice Mbaïmon suspend sa participation à la campagne présidentielle,normal,4,0,0,0,4
225739,Facebook:/<post-id>/comments,????PORTE FEUILLE MAGIQUE /RETOUR D'AFFECTION ?? ?WHATSAPP +229 52 14 39 69  je vous présente le grand maître Alpha Condé essayer de lire bien ce texte payer après satisfaction si vous êtes sérieux il interviens dans plusieurs sortes de domaines,normal,4,0,0,0,4
225739,Facebook:/<page-id>/posts,   les autorités confirment la levée de suspension du Parti Réformiste,normal,4,0,0,0,4
225741,Facebook:/<page-id>/posts,   un démarrage timide de la campagne présidentielle à Moundou,normal,4,0,0,0,4
225742,Facebook:/<page-id>/posts,   la coopération coréenne renforce les capacités des enseignants à Massakory  https//www.alwihdainfo.com/Tchad-la-cooperation-coreenne-renforce-les-capacites-des-enseignants-a-Massakory_a101300.html,normal,4,0,0,0,4
225744,Facebook:/<page-id>/posts,   L’ASTBEF renforce les capacités sur les violences basées sur le genre à Massaguet,normal,4,0,0,0,4
225745,Facebook:/<post-id>/comments,C'est un idiot ce Dr????????,normal,4,0,0,0,4
225745,Facebook:/<page-id>/posts,    L'ASJT du Ouaddaï aide les femmes fistuleuses de l'hôpital d'Abéché,normal,4,0,0,0,4
225746,Facebook:/<page-id>/posts,   L’ambassade de Chine dénonce une campagne malveillante sur la question des Ouïgours,normal,4,0,0,0,4
225747,Facebook:/<post-id>/comments,Djiddi assara amare,normal,4,0,0,0,4
225747,Facebook:/<page-id>/posts,"   la Coordination des actions citoyennes annonce une marche pacifique dénommée ""Wakit Tama"" ce samedi.",normal,4,0,0,0,4
225748,Facebook:/<page-id>/posts,N'Djamena  des arrestations suite à l'attaque du domicile du vice-président de la CENI (gendarmerie)  ,normal,4,0,0,0,4
225749,Facebook:/<page-id>/posts,   Débat sur l'impartialité des journalistes en période électorale,normal,4,0,0,0,4
225750,Facebook:/<post-id>/comments,"Quel est donc le rapport entre le ""mouton et le suiveur aveugle ?"". It doesn't make any sense! Vous avez dérapé.... avouer et demander que Dieu vous pardonne",normal,4,0,0,0,4
225750,Facebook:/<page-id>/posts,   Le nouveau sous-directeur de la station ONAMA d’Ati installé,normal,4,0,0,0,4
225751,Facebook:/<post-id>/comments,Hhhhhh da zouroufa,normal,4,0,0,0,4
225752,Facebook:/<page-id>/posts,   création d'un nouveau canton à Baga-Sola,normal,4,0,0,0,4
225755,Facebook:/<page-id>/posts,"   le bureau de soutien au MPS ""Convergence victorieuse"" lance ses activités",normal,4,0,0,0,4
225757,Facebook:/<page-id>/posts,   nomination de nouveaux dirigeants à la SONAMIG  https//www.alwihdainfo.com/Tchad-nomination-de-nouveaux-dirigeants-a-la-SONAMIG_a101282.html,normal,4,0,0,0,4
225758,Facebook:/<post-id>/comments,Un Dr bête comme ça,normal,4,0,0,0,4
225758,Facebook:/<page-id>/posts,"   le Bureau de soutien au MPS ""NAWAR"" mise sur la sensibilisation de terrain",normal,4,0,0,0,4
225760,Facebook:/<page-id>/posts,   le personnel des activités aéronautiques annonce une grève  https//www.alwihdainfo.com/Tchad-le-personnel-des-activites-aeronautiques-annonce-une-greve_a101280.html,normal,4,0,0,0,4
225762,Facebook:/<page-id>/posts,   un incendie fait des dégâts à Abéché,normal,4,0,0,0,4
225763,Facebook:/<page-id>/posts,N'Djamena  remise des diplômes à 38 lauréats de médecine  ,normal,4,0,0,0,4
225764,Facebook:/<post-id>/comments,Il en rajoute encore hein...,normal,4,0,0,0,4
225764,Facebook:/<page-id>/posts,   Le nouveau gouverneur du Logone Occidental,normal,4,0,0,0,4
225766,Facebook:/<page-id>/posts,   L’ambassadeur d’Arabie Saoudite élevé au grade d’Officier de l’ordre national du Tchad,normal,4,0,0,0,4
225767,Facebook:/<post-id>/comments,Jamais démission ou rien,normal,4,0,0,0,4
225768,Facebook:/<post-id>/comments,Mais comment tu qualifies l'être humain à un animal . Dieu même a dit : ???? ????? ??? ??? . ,normal,4,0,0,0,4
225768,Facebook:/<page-id>/posts,   Le ministre de l’Economie s’explique sur les transferts monétaires adaptatifs,normal,4,0,0,0,4
225769,Facebook:/<post-id>/comments,Je suis d’accord avec Dr djiddi il a bien dit ,normal,4,0,0,0,4
225769,Facebook:/<page-id>/posts,   La CTDDH dénonce les traitements inhumains infligés à Baradine Berdeï,normal,4,0,0,0,4
225770,Facebook:/<page-id>/posts,   Visite d'inspection des chantiers par le gouverneur de la province du Guera,normal,4,0,0,0,4
225771,Facebook:/<page-id>/posts,   la délégation de pouvoirs de la FTFA définitivement retirée,normal,4,0,0,0,4
225772,Facebook:/<post-id>/comments,C'est irresponsable il mérite d'être limoger,normal,4,0,0,0,4
225772,Facebook:/<page-id>/posts,L’immunisation mondiale est possible d'ici 2022  avec une distribution équitable des vaccins,normal,4,0,0,0,4
225773,Facebook:/<page-id>/posts,   le bureau de soutien au MPS,normal,4,0,0,0,4
225775,Facebook:/<post-id>/comments,Il est génie hhhhh ,normal,4,0,0,0,4
225775,Facebook:/<page-id>/posts,   L’ordre de passage des candidats à la présidentielle est connu,normal,4,0,0,0,4
225776,Facebook:/<page-id>/posts,   La directrice Afrique Régionale Business Développement reçue par le ministre de l’Economie,normal,4,0,0,0,4
225778,Facebook:/<page-id>/posts,   Le « Cercle Défi du Temps » voit le jour dans un établissement scolaire à l'Est,normal,4,0,0,0,4
225779,Facebook:/<post-id>/comments,Merci Mr je connais tout,normal,4,0,0,0,4
225779,Facebook:/<page-id>/posts,   le PDS appelle au boycott du scrutin présidentiel pour une journée de deuil,normal,4,0,0,0,4
225782,Facebook:/<post-id>/comments,Il doit démissionner seulement,normal,4,0,0,0,4
225783,Facebook:/<page-id>/posts,"""Tchad D'abord"" remet des prix aux meilleurs citoyens de l'année 2020  https//www.alwihdainfo.com/Tchad-D-abord-remet-des-prix-aux-meilleurs-citoyens-de-l-annee-2020_a101250.html",normal,4,0,0,0,4
225784,Facebook:/<page-id>/posts,   le bureau de soutien au MPS “Armure” se mobilise pour la présidentielle.,normal,4,0,0,0,4
225785,Facebook:/<post-id>/comments,Vs avez raison M djidi,normal,4,0,0,0,4
225786,Facebook:/<post-id>/comments,L'erreur est humaine Dr!,normal,4,0,0,0,4
225786,Facebook:/<page-id>/posts,"   des filles réfugiées réalisent le conte pour enfants ""Afaf et l'oeuf doré""",normal,4,0,0,0,4
225787,Facebook:/<page-id>/posts,"   Le bureau de soutien ""La Nouvelle Génération"" installe les membres de sa coordination",normal,4,0,0,0,4
225788,Facebook:/<post-id>/comments,Contrôle tes language  ,normal,4,0,0,0,4
225788,Facebook:/<page-id>/posts,   Le SYFOCT appelle les grévistes à regagner le chemin du travail dès le 11 mars,normal,4,0,0,0,4
225789,Facebook:/<page-id>/posts,   le président exige le bon fonctionnement des services en période électorale,normal,4,0,0,0,4
225790,Facebook:/<page-id>/posts,   la CENI appelle à un usage responsable de la parole durant la campagne présidentielle,normal,4,0,0,0,4
225791,Facebook:/<page-id>/posts,   le HCDH forme la société civile sur la protection des droits humains  https//www.alwihdainfo.com/Tchad-le-HCDH-forme-la-societe-civile-sur-la-protection-des-droits-humains_a101244.html,normal,4,0,0,0,4
225792,Facebook:/<post-id>/comments,Ça c'est pas une excuse,normal,4,0,0,0,4
225796,Facebook:/<page-id>/posts,   35 nouveaux bénéficiaires du Fonds pour l'entrepreneuriat des jeunes et femmes,normal,4,0,0,0,4
225797,Facebook:/<post-id>/comments,E toi ti nepas mouton,normal,4,0,0,0,4
225797,Facebook:/<page-id>/posts,   le couvre-feu est levé  https//www.alwihdainfo.com/Tchad-le-couvre-feu-leve-dans-les-provinces-concernees_a101238.html,normal,4,0,0,0,4
225798,Facebook:/<page-id>/posts,#Explosion en Guinée équatoriale  Le Tchad présente ses condoléances,normal,4,0,0,0,4
225799,Facebook:/<page-id>/posts,   le Conseil présidentiel pour l'amélioration du climat des affaires installé,normal,4,0,0,0,4
225800,Facebook:/<page-id>/posts,   La campagne présidentielle démarre ce jeudi 11 mars 2021 à zéro heure,normal,4,0,0,0,4
225801,Facebook:/<page-id>/posts,   prorogation de l'état d'urgence sanitaire pour six mois,normal,4,0,0,0,4
225802,Facebook:/<post-id>/comments,Allatchi Djiguidè Chémi tirtap !!!,normal,4,0,0,0,4
225802,Facebook:/<page-id>/posts,Le président tchadien en déplacement au Niger,normal,4,0,0,0,4
225803,Facebook:/<page-id>/posts,N'Djamena  l'ambassade des Émirats arabes unis honore la femme tchadienne,normal,4,0,0,0,4
225805,Facebook:/<post-id>/comments,C'est qui est di et di,normal,4,0,0,0,4
225805,Facebook:/<page-id>/posts,   la HAMA lève la sanction contre le journal Abba Garde,normal,4,0,0,0,4
225806,Facebook:/<post-id>/comments,Pertinentes éclaircissements !,normal,4,0,0,0,4
225806,Facebook:/<page-id>/posts,Présidentielle au    la CENI remet les spécimens des bulletins aux candidats,normal,4,0,0,0,4
225809,Facebook:/<post-id>/comments,Vraiment Djiddi me fait rire?????????? Donc dans 20millions de population personne n'a compris le mouton dans son contexte ??????????????????????????,normal,4,0,0,0,4
225809,Facebook:/<page-id>/posts,   Le gouvernement fait le point sur la situation épidémiologique et les vaccins,normal,4,0,0,0,4
225811,Facebook:/<page-id>/posts,   Les horaires d’abattage des animaux réglementés dans la ville de N’Djamena,normal,4,0,0,0,4
225812,Facebook:/<post-id>/comments,je vous salue bêtement,normal,4,0,0,0,4
225812,Facebook:/<page-id>/posts,"Présidentielle au    ""Notre candidat passera au 1er tour"" (Abakar Tahir Youssouf",normal,4,0,0,0,4
225814,Facebook:/<page-id>/posts,   le passeport de Succes Masra confisqué,normal,4,0,0,0,4
225816,Facebook:/<post-id>/comments,Oumar Teguily . Amine Ahmat Hassan nadoumakoum da adjadja allak,normal,4,0,0,0,4
225817,Facebook:/<post-id>/comments,E pourquoi tu a supprimé,normal,4,0,0,0,4
225817,Facebook:/<page-id>/posts,   Le bureau blanc « Hadje Haïga Deby Itno » restructure sa sous-coordination,normal,4,0,0,0,4
225818,Facebook:/<page-id>/posts,   le bureau de soutien au MPS « Émergence » installe sa sous-coordination dans le 1er arrondissement de N’Djamena.,normal,4,0,0,0,4
225819,Facebook:/<page-id>/posts,   un incendie fait des ravages dans un village à l'Est,normal,4,0,0,0,4
225820,Facebook:/<page-id>/posts,   concertation entre la CENI et la société civile pour une élection apaisée,normal,4,0,0,0,4
225821,Facebook:/<page-id>/posts,   le Haut comité d'organisation du forum sur le bilinguisme lance ses activités,normal,4,0,0,0,4
225823,Facebook:/<post-id>/comments,Il a fallu juste 3 jours pour que ce monsieur qui était tant admirer perde sa dignité par ses délires politique. C'est dommage ??.,normal,4,0,0,0,4
225823,Facebook:/<page-id>/posts,   le président réaffirme qu'aucun jour de grève ne sera payé,normal,4,0,0,0,4
225824,Facebook:/<post-id>/comments,Je comprends le jeune Dr qui est un ouvert d'un sens moral haut dans niveau de compréhension. Je pense que ses propos taxe plus le gouvernement actuel a son sommet les vrais moutons puisque qu'ils leur manquent une vision claire d'interprétation des textes dicté par la France. J'espère qu'ils apprendront a s'associer des juristes qualifier pour éviter ce genre de dérapage administratif..????,normal,4,0,0,0,4
225824,Facebook:/<page-id>/posts,   le Comité de gestion de crise suggère la non-prorogation du couvre-feu,normal,4,0,0,0,4
225826,Facebook:/<post-id>/comments,Il y a plusieurs types des moutons: des moutons au pouvoir,normal,4,0,0,0,4
225826,Facebook:/<page-id>/posts,   le plan de travail annuel du projet RECONNECT validé à Pala  https//www.alwihdainfo.com/Tchad-le-plan-de-travail-annuel-du-projet-RECONNECT-valide-a-Pala_a101204.html,normal,4,0,0,0,4
225827,Facebook:/<post-id>/comments,Vraiment c'est très décevant de voir un soit disant Docteur de tenir des tels genres de propos en vers ses compatriotes. ,normal,4,0,0,0,4
225827,Facebook:/<page-id>/posts,   Les femmes de l’ONAPE ont commémoré la Journée de la Femme à Moundou,normal,4,0,0,0,4
225828,Facebook:/<post-id>/comments,On peut pas insultés les peuples qu'on mange grâce à eux stp docteur,normal,4,0,0,0,4
225828,Facebook:/<page-id>/posts,   La SENAFET célébrée sous le prisme culturel à Bongor,normal,4,0,0,0,4
225829,Facebook:/<post-id>/comments,On confine toujours une population. On ne confine jamais un vide. Supposons N'Djamena vide c'est-à-dire sans population,normal,4,0,0,0,4
225829,Facebook:/<page-id>/posts,   le CNJT renforce la formation des jeunes leaders sur la gouvernance associative,normal,4,0,0,0,4
225830,Facebook:/<post-id>/comments,Nous la population tchadienne nous sommes des moutons! Merci.,normal,4,0,0,0,4
225830,Facebook:/<page-id>/posts,   Dans le Mayo Kebbi Ouest,normal,4,0,0,0,4
225832,Facebook:/<page-id>/posts,Le   réceptionne près de 3,normal,4,0,0,0,4
225833,Facebook:/<post-id>/comments,Vous essayez de retourner la situation au moment même le peuple commença de se révolter contre ce mesure de confinement total de la ville de N'djaména .  Les vrais moutons se trouvent au gouvernement et vos policiers ainsi que vous même Mr mouton ,normal,4,0,0,0,4
225833,Facebook:/<page-id>/posts,   la « Caravane des chevaliers » lance une course hippique.,normal,4,0,0,0,4
225836,Facebook:/<post-id>/comments,Un Dr qui se permet de tenir tel propos sans honte!! Titre Docteur est tres valeureux qu'on glorifie avec.,normal,4,0,0,0,4
225836,Facebook:/<page-id>/posts,Grève au    des élèves expriment leur colère à N'Djamena,normal,4,0,0,0,4
225837,Facebook:/<post-id>/comments,Il tâtonne trop. Il n’a qu’à fermer sa gueule. Dorénavant il n’est plus une simple personne pour s’impliquer dans tout. Il faut savoir garder sa dignité ,normal,4,0,0,0,4
225837,Facebook:/<page-id>/posts,#Bassin du Lac Tchad  La BAD s’engage pour l’autonomisation des femmes au Sahel,normal,4,0,0,0,4
225838,Facebook:/<post-id>/comments,C'est vraiment très très triste qu'un Docteur qui se dit encore ministre et qui manque cruellement des langages vis à vis de la nation. En conclusion,normal,4,0,0,0,4
225839,Facebook:/<post-id>/comments,Un peu de respect pour nous les populations premièrement nous ne sommes pas des moutons comme tu le dis deuxièmement Dieu même à respecter l'Homme dans le Coran ????? ????? ??? ??? ??????? ?? ???? ?????? ?,normal,4,0,0,0,4
225840,Facebook:/<post-id>/comments,Dieu le très haut à dit: Nous avons honoré les enfants d'Adam... respecter les gens mon cher en tant que responsable.,normal,4,0,0,0,4
225840,Facebook:/<page-id>/posts,   Prolifération des écoles privées non autorisées à N’Djamena,normal,4,0,0,0,4
225841,Facebook:/<post-id>/comments,Dr dans quel départements même exactement qui parle de la population de son propre pays,normal,4,0,0,0,4
225841,Facebook:/<page-id>/posts,   premier conseil des ministres du nouveau gouvernement,normal,4,0,0,0,4
225842,Facebook:/<post-id>/comments,J'admirai beaucoup ce docteur,normal,4,0,0,0,4
225842,Facebook:/<page-id>/posts,   Les femmes du Ouaddaï plaident leur sort à l'occasion du 8 mars,normal,4,0,0,0,4
225843,Facebook:/<post-id>/comments,N ayez pas honte de reconnaitre que c est pression populaire qui vous a contraint à reculer sinon votre intention était confiner la population.,normal,4,0,0,0,4
225843,Facebook:/<page-id>/posts,   L'ONG ASHAD a organisé un concours de lecture du Coran à N'Djamena,normal,4,0,0,0,4
225844,Facebook:/<page-id>/posts,   Célébration avec faste de la Journée internationale de la femme à Massaguet,normal,4,0,0,0,4
